student_id,hours_studied,attendance_rate,previous_score,sleep_hours,tutoring_sessions,parental_education,internet_access,extracurricular_activities,peer_study_group,stress_level,final_score,performance_tier
STU_10565,12.3,84.9,81.4,8.6,5,Master's,Yes,Yes,Yes,9,100.0,Distinction
STU_10566,2.0,92.9,86.1,6.3,5,Some College,No,Yes,No,4,92.7,Distinction
STU_10567,8.4,66.9,65.7,9.0,2,High School,Yes,Yes,No,10,71.5,Merit
STU_10568,2.8,46.0,95.5,6.4,4,Bachelor's,No,No,Yes,10,63.4,Pass
STU_10569,12.7,89.6,75.8,5.8,3,Bachelor's,Yes,No,Yes,4,100.0,Distinction
STU_10570,15.1,94.5,59.5,6.9,2,High School,No,No,Yes,7,86.0,Distinction
STU_10571,25.9,86.9,76.4,6.6,0,Bachelor's,Yes,No,No,4,100.0,Distinction
STU_10572,17.1,80.0,67.4,7.9,0,Some College,Yes,No,No,1,94.9,Distinction
STU_10573,13.6,77.9,77.2,7.1,3,Bachelor's,Yes,Yes,No,9,94.7,Distinction
STU_10574,20.4,79.7,71.5,8.0,1,Bachelor's,Yes,No,Yes,2,100.0,Distinction
STU_10575,2.0,82.3,72.9,6.9,3,Bachelor's,Yes,No,Yes,5,90.1,Distinction
STU_10576,16.5,75.5,61.1,6.4,0,High School,Yes,Yes,Yes,4,88.2,Distinction
STU_10577,20.0,90.0,83.9,6.5,1,Bachelor's,Yes,Yes,Yes,8,100.0,Distinction
STU_10578,5.4,63.2,58.1,9.7,2,Bachelor's,Yes,Yes,No,6,72.4,Merit
STU_10579,22.4,65.1,58.7,7.5,3,High School,Yes,No,Yes,7,90.1,Distinction
STU_10580,17.2,88.3,76.4,4.8,0,Some College,Yes,Yes,Yes,2,88.8,Distinction
STU_10581,12.3,93.8,91.2,6.6,3,Doctorate,Yes,Yes,No,4,100.0,Distinction
STU_10582,19.1,82.7,67.8,7.3,2,Some College,Yes,Yes,Yes,4,100.0,Distinction
STU_10583,29.8,82.0,80.4,9.4,0,High School,Yes,Yes,Yes,2,100.0,Distinction
STU_10584,16.2,45.0,84.9,8.4,1,High School,Yes,No,No,10,66.8,Pass
STU_10585,16.6,75.7,81.8,6.1,0,Bachelor's,Yes,Yes,Yes,4,100.0,Distinction
STU_10586,12.0,78.2,68.3,10.0,0,Master's,Yes,Yes,No,9,79.2,Merit
STU_10587,9.5,89.3,58.9,7.2,1,Bachelor's,Yes,No,Yes,8,91.3,Distinction
STU_10588,20.4,90.4,45.5,8.7,0,Some College,Yes,No,No,1,86.5,Distinction
STU_10589,9.4,93.2,68.8,5.8,0,Bachelor's,Yes,Yes,No,8,88.6,Distinction
STU_10590,15.5,85.2,86.1,4.3,3,Bachelor's,Yes,Yes,No,9,84.4,Merit
STU_10591,11.9,89.8,58.5,5.5,1,Bachelor's,Yes,No,No,8,78.2,Merit
STU_10592,18.1,59.3,80.4,4.0,2,High School,Yes,Yes,No,10,57.7,Pass
STU_10593,17.2,69.4,60.6,9.7,0,Bachelor's,Yes,No,Yes,1,83.5,Merit
STU_10594,21.7,69.8,73.3,7.5,3,Some College,Yes,Yes,Yes,8,98.2,Distinction
STU_10595,11.7,57.9,80.5,6.1,3,High School,Yes,Yes,Yes,5,83.5,Merit
STU_10596,13.2,89.8,64.1,7.7,1,Some College,Yes,Yes,Yes,9,91.5,Distinction
STU_10597,8.6,82.5,74.0,7.4,3,Doctorate,Yes,Yes,No,9,93.9,Distinction
STU_10598,12.1,51.3,67.0,7.9,3,Some College,Yes,No,Yes,6,80.3,Merit
STU_10599,17.5,78.2,80.5,8.7,2,Doctorate,Yes,No,No,3,100.0,Distinction
STU_10600,19.9,61.1,74.8,6.9,2,High School,Yes,No,Yes,7,92.7,Distinction
STU_10601,9.0,87.8,72.7,6.1,0,Bachelor's,Yes,No,No,3,91.5,Distinction
STU_10602,20.7,54.7,90.7,8.2,0,High School,No,No,No,7,80.4,Merit
STU_10603,23.8,85.7,79.9,8.2,0,Some College,No,No,No,8,97.9,Distinction
STU_10604,17.7,74.2,63.7,7.3,0,Bachelor's,Yes,No,No,5,91.6,Distinction
STU_10605,27.2,69.4,71.0,9.8,0,Bachelor's,Yes,Yes,Yes,5,91.0,Distinction
STU_10606,10.0,77.1,71.1,6.7,3,Bachelor's,Yes,Yes,No,4,100.0,Distinction
STU_10607,6.9,93.9,73.0,6.1,0,Bachelor's,Yes,No,Yes,3,96.6,Distinction
STU_10608,3.4,58.7,99.0,7.7,5,Bachelor's,Yes,No,No,8,91.1,Distinction
STU_10609,24.7,66.3,76.5,6.4,1,Master's,Yes,No,Yes,6,94.4,Distinction
STU_10610,19.3,86.8,47.6,7.8,0,Some College,No,No,Yes,6,84.9,Merit
STU_10611,14.6,82.4,65.5,6.2,1,High School,No,Yes,No,2,85.4,Distinction
STU_10612,16.8,48.3,48.8,6.7,0,High School,Yes,No,Yes,4,75.9,Merit
STU_10613,7.7,78.6,68.0,9.5,5,Some College,Yes,No,Yes,5,95.6,Distinction
STU_10614,30.9,80.4,48.2,6.7,3,Bachelor's,Yes,Yes,No,10,85.8,Distinction
STU_10615,15.8,75.2,61.5,6.2,0,High School,Yes,No,No,5,85.8,Distinction
STU_10616,15.7,90.8,53.8,8.6,4,High School,Yes,Yes,No,3,100.0,Distinction
STU_10617,19.7,75.9,76.6,5.9,2,High School,Yes,No,No,10,85.4,Distinction
STU_10618,18.1,91.8,72.0,6.4,0,Bachelor's,Yes,No,No,5,100.0,Distinction
STU_10619,16.5,73.5,75.6,7.9,2,High School,Yes,Yes,Yes,5,94.1,Distinction
STU_10620,9.9,63.0,70.7,8.3,2,High School,Yes,Yes,No,2,84.4,Merit
STU_10621,18.1,88.4,55.3,8.7,0,Bachelor's,No,Yes,No,5,87.0,Distinction
STU_10622,27.2,83.4,78.2,6.3,2,Bachelor's,Yes,Yes,No,3,100.0,Distinction
STU_10623,23.7,84.2,95.1,7.9,0,Some College,Yes,Yes,No,3,100.0,Distinction
STU_10624,25.4,88.7,76.9,6.6,1,Bachelor's,Yes,Yes,Yes,5,100.0,Distinction
STU_10625,11.7,76.4,66.9,6.5,0,High School,Yes,No,Yes,9,73.3,Merit
STU_10626,8.6,91.8,54.9,8.6,4,Master's,No,Yes,Yes,2,100.0,Distinction
STU_10627,14.2,68.4,61.1,6.5,2,Some College,Yes,Yes,Yes,9,84.1,Merit
STU_10628,15.4,77.2,77.4,7.5,0,Doctorate,No,No,Yes,3,91.6,Distinction
STU_10629,22.1,80.4,84.9,7.4,0,Doctorate,Yes,No,No,7,100.0,Distinction
STU_10630,4.0,83.3,75.1,5.9,0,Bachelor's,Yes,No,Yes,1,88.5,Distinction
STU_10631,24.9,47.1,81.6,8.4,2,High School,Yes,No,No,1,92.1,Distinction
STU_10632,14.0,97.3,80.5,7.9,0,Some College,Yes,Yes,No,8,97.2,Distinction
STU_10633,12.2,80.4,78.1,4.8,3,High School,Yes,Yes,Yes,9,78.4,Merit
STU_10634,8.4,75.6,64.1,7.5,4,Master's,No,Yes,No,3,98.7,Distinction
STU_10635,4.2,53.7,74.1,6.3,2,Bachelor's,Yes,No,No,6,78.5,Merit
STU_10636,20.4,82.8,61.8,8.5,0,Doctorate,Yes,Yes,No,3,100.0,Distinction
STU_10637,15.5,45.0,72.2,5.5,1,Bachelor's,Yes,No,No,6,79.5,Merit
STU_10638,6.6,67.9,76.0,6.8,1,Some College,Yes,Yes,Yes,7,91.1,Distinction
STU_10639,6.6,69.6,92.1,7.6,2,Some College,Yes,Yes,No,5,93.5,Distinction
STU_10640,12.8,69.8,56.3,7.3,2,Some College,No,No,No,3,79.0,Merit
STU_10641,25.8,88.2,77.8,8.1,1,Some College,Yes,No,Yes,8,100.0,Distinction
STU_10642,13.3,80.7,89.8,5.4,1,Bachelor's,No,Yes,No,5,89.9,Distinction
STU_10643,5.2,69.8,81.1,9.2,3,Master's,Yes,Yes,No,1,93.4,Distinction
STU_10644,13.4,58.5,82.0,7.8,0,Bachelor's,Yes,Yes,Yes,9,86.9,Distinction
STU_10645,13.2,61.4,79.1,8.8,1,Master's,Yes,Yes,No,3,94.4,Distinction
STU_10646,2.0,88.1,87.6,8.2,2,Master's,Yes,No,Yes,2,100.0,Distinction
STU_10647,14.6,85.5,59.0,7.2,0,Some College,Yes,Yes,No,3,93.4,Distinction
STU_10648,13.5,71.6,55.4,5.7,2,Some College,Yes,Yes,Yes,7,81.5,Merit
STU_10649,19.5,97.8,71.9,6.5,3,Bachelor's,Yes,No,Yes,10,99.2,Distinction
STU_10650,27.0,83.8,46.1,9.1,2,Some College,Yes,Yes,No,8,87.2,Distinction
STU_10651,22.3,76.5,86.8,8.9,0,High School,Yes,Yes,Yes,2,99.5,Distinction
STU_10652,13.3,69.7,86.6,6.5,0,Some College,Yes,Yes,Yes,7,91.9,Distinction
STU_10653,7.8,89.3,66.8,4.0,0,Doctorate,Yes,Yes,Yes,5,72.9,Merit
STU_10654,31.7,75.2,67.6,6.9,0,High School,No,Yes,Yes,9,93.0,Distinction
STU_10655,15.4,86.7,71.1,6.9,4,Bachelor's,Yes,No,No,7,100.0,Distinction
STU_10656,15.1,81.6,72.6,6.9,2,Master's,Yes,No,Yes,1,100.0,Distinction
STU_10657,14.8,88.6,73.5,7.8,0,Bachelor's,Yes,Yes,No,1,100.0,Distinction
STU_10658,16.3,60.8,78.7,8.3,4,Bachelor's,Yes,No,Yes,6,97.4,Distinction
STU_10659,14.1,69.8,69.9,8.4,2,Bachelor's,Yes,Yes,Yes,9,84.3,Merit
STU_10660,11.3,66.6,83.3,7.7,0,Some College,Yes,Yes,Yes,1,92.2,Distinction
STU_10661,11.4,50.7,77.4,5.0,1,High School,Yes,No,No,3,66.6,Pass
STU_10662,14.8,89.9,64.7,6.8,0,Doctorate,Yes,Yes,Yes,5,100.0,Distinction
STU_10663,11.5,72.1,88.0,10.0,5,Some College,Yes,Yes,No,4,100.0,Distinction
STU_10664,10.4,76.9,55.7,7.6,1,Bachelor's,Yes,No,Yes,1,90.2,Distinction
STU_10665,15.7,78.0,70.9,7.6,3,Some College,Yes,Yes,No,10,92.0,Distinction
STU_10666,13.3,90.5,83.6,7.6,0,High School,Yes,Yes,Yes,4,100.0,Distinction
STU_10667,24.8,57.3,63.3,7.7,3,Master's,Yes,No,No,4,98.3,Distinction
STU_10668,2.0,66.6,75.7,4.3,0,Bachelor's,Yes,No,Yes,10,41.5,At-Risk
STU_10669,22.1,73.2,78.5,6.9,5,High School,Yes,No,Yes,4,100.0,Distinction
STU_10670,23.1,85.1,61.7,7.2,3,Doctorate,Yes,Yes,Yes,3,100.0,Distinction
STU_10671,2.0,87.8,71.1,8.7,1,Bachelor's,Yes,Yes,Yes,7,84.6,Merit
STU_10672,12.8,72.2,70.1,7.3,2,Some College,Yes,Yes,No,1,85.9,Distinction
STU_10673,12.6,98.6,65.4,5.2,2,Bachelor's,Yes,Yes,No,2,93.8,Distinction
STU_10674,5.9,69.2,99.0,7.7,3,High School,Yes,Yes,Yes,1,95.9,Distinction
STU_10675,9.9,63.6,62.8,6.2,0,Bachelor's,Yes,No,No,4,77.2,Merit
STU_10676,7.8,95.6,84.1,5.7,1,High School,Yes,Yes,Yes,5,95.3,Distinction
STU_10677,26.4,88.5,67.3,6.2,3,Some College,Yes,Yes,Yes,10,93.1,Distinction
STU_10678,21.1,91.3,59.0,7.9,2,Bachelor's,Yes,Yes,Yes,5,100.0,Distinction
STU_10679,23.3,65.4,73.2,8.7,1,Master's,No,No,No,2,86.1,Distinction
STU_10680,19.7,94.5,79.8,7.8,3,Bachelor's,Yes,No,Yes,3,100.0,Distinction
STU_10681,7.7,73.1,83.0,8.0,0,High School,Yes,No,No,4,88.9,Distinction
STU_10682,11.6,75.2,90.7,7.8,2,Master's,Yes,Yes,Yes,10,98.7,Distinction
STU_10683,18.2,78.7,99.0,7.3,0,Bachelor's,Yes,Yes,Yes,6,100.0,Distinction
STU_10684,7.1,57.8,75.0,8.0,0,Bachelor's,Yes,Yes,No,6,78.6,Merit
STU_10685,19.6,96.4,64.0,4.3,1,High School,Yes,No,Yes,2,84.3,Merit
STU_10686,13.4,85.7,77.4,7.3,1,Master's,Yes,Yes,Yes,2,100.0,Distinction
STU_10687,12.6,56.6,68.8,5.9,1,Master's,Yes,Yes,Yes,9,74.3,Merit
STU_10688,19.6,63.2,83.1,8.6,1,Bachelor's,No,Yes,Yes,2,97.5,Distinction
STU_10689,17.9,50.4,56.4,7.0,0,Master's,No,Yes,No,2,77.9,Merit
STU_10690,12.7,71.7,99.0,7.2,0,Some College,Yes,Yes,Yes,3,100.0,Distinction
STU_10691,22.5,88.1,82.3,5.4,2,Master's,Yes,Yes,No,9,96.0,Distinction
STU_10692,8.0,66.5,51.8,8.4,1,Some College,Yes,Yes,Yes,6,74.6,Merit
STU_10693,19.0,81.4,63.5,8.0,1,High School,Yes,Yes,No,6,100.0,Distinction
STU_10694,18.9,57.3,81.8,7.9,2,Bachelor's,Yes,Yes,No,10,86.5,Distinction
STU_10695,13.0,83.2,86.1,6.2,3,Bachelor's,Yes,No,Yes,5,100.0,Distinction
STU_10696,17.1,47.8,56.7,6.3,2,Some College,Yes,Yes,No,7,76.1,Merit
STU_10697,6.9,88.0,80.6,7.5,0,High School,No,No,Yes,4,88.5,Distinction
STU_10698,21.0,96.5,48.6,6.4,3,High School,Yes,Yes,No,10,81.7,Merit
STU_10699,13.8,86.3,70.9,7.7,5,Some College,Yes,Yes,No,10,99.5,Distinction
STU_10700,11.6,78.0,85.3,4.6,1,High School,Yes,No,Yes,3,78.9,Merit
STU_10701,21.8,55.2,65.4,6.6,4,High School,Yes,No,No,7,89.4,Distinction
STU_10702,10.4,93.8,53.9,9.4,1,Some College,Yes,No,No,10,67.3,Pass
STU_10703,5.8,96.4,73.8,7.7,1,Doctorate,Yes,Yes,No,1,99.5,Distinction
STU_10704,4.9,72.3,64.7,7.4,0,Bachelor's,No,Yes,No,6,74.7,Merit
STU_10705,18.9,61.5,79.6,9.6,2,Some College,Yes,Yes,No,2,84.9,Merit
STU_10706,6.7,80.2,61.4,4.4,0,Master's,Yes,Yes,Yes,2,70.2,Merit
STU_10707,26.4,87.0,62.7,6.2,0,Bachelor's,Yes,Yes,No,8,95.7,Distinction
STU_10708,2.0,84.3,47.7,6.7,0,Some College,Yes,Yes,Yes,3,78.5,Merit
STU_10709,26.0,92.6,74.0,8.2,0,Some College,Yes,Yes,Yes,9,98.9,Distinction
STU_10710,16.4,58.8,70.1,8.3,1,Some College,Yes,No,No,4,83.8,Merit
STU_10711,14.4,74.4,57.7,6.2,1,High School,Yes,No,No,6,78.1,Merit
STU_10712,11.5,95.9,74.3,8.4,0,Some College,Yes,Yes,Yes,1,98.0,Distinction
STU_10713,17.6,66.6,84.3,6.7,5,Some College,Yes,No,No,10,89.3,Distinction
STU_10714,14.8,70.5,69.4,8.7,0,Some College,Yes,No,Yes,10,74.5,Merit
STU_10715,22.2,58.1,75.2,6.0,1,Bachelor's,No,Yes,Yes,3,89.8,Distinction
STU_10716,15.7,88.4,75.3,7.1,0,Some College,Yes,Yes,No,4,100.0,Distinction
STU_10717,16.0,76.6,57.5,6.6,0,Bachelor's,Yes,No,No,5,88.0,Distinction
STU_10718,12.6,45.0,96.7,8.5,0,Bachelor's,Yes,Yes,Yes,1,87.3,Distinction
STU_10719,14.6,93.9,66.3,6.6,1,Doctorate,Yes,No,Yes,4,100.0,Distinction
STU_10720,17.0,73.5,79.9,7.1,2,Some College,Yes,Yes,Yes,5,95.6,Distinction
STU_10721,3.9,80.1,81.2,7.8,0,Master's,Yes,Yes,No,4,90.9,Distinction
STU_10722,6.2,80.0,70.3,7.9,1,Bachelor's,Yes,No,Yes,10,75.8,Merit
STU_10723,19.8,70.6,79.3,8.3,0,Bachelor's,Yes,No,Yes,10,82.2,Merit
STU_10724,16.1,93.8,74.9,7.5,3,Bachelor's,Yes,Yes,No,7,100.0,Distinction
STU_10725,13.8,92.2,55.0,6.7,2,High School,Yes,No,Yes,8,90.9,Distinction
STU_10726,15.1,76.1,68.0,6.8,0,Master's,Yes,Yes,Yes,8,95.5,Distinction
STU_10727,17.3,79.2,64.6,7.2,1,High School,Yes,No,No,3,91.7,Distinction
STU_10728,11.5,78.4,66.5,7.5,4,Bachelor's,Yes,No,No,5,100.0,Distinction
STU_10729,9.9,79.7,56.4,7.0,1,Some College,Yes,Yes,No,10,77.7,Merit
STU_10730,16.3,76.9,85.5,7.2,1,Some College,Yes,Yes,Yes,8,100.0,Distinction
STU_10731,8.6,74.1,91.2,5.4,1,Bachelor's,Yes,Yes,No,7,90.1,Distinction
STU_10732,17.7,84.1,83.7,8.0,1,Master's,Yes,Yes,No,9,100.0,Distinction
STU_10733,3.9,89.0,87.2,7.4,5,Some College,Yes,Yes,Yes,10,92.9,Distinction
STU_10734,21.7,81.8,67.9,8.4,5,Doctorate,Yes,No,No,7,100.0,Distinction
STU_10735,18.1,94.8,64.4,7.2,2,Bachelor's,Yes,Yes,Yes,2,100.0,Distinction
STU_10736,16.7,73.8,62.7,5.1,1,High School,Yes,Yes,No,4,77.3,Merit
STU_10737,21.4,91.3,79.7,6.8,1,High School,Yes,No,No,8,100.0,Distinction
STU_10738,25.8,79.2,74.7,7.0,1,Bachelor's,Yes,Yes,No,9,96.1,Distinction
STU_10739,21.6,78.6,71.1,8.1,5,High School,Yes,Yes,Yes,7,100.0,Distinction
STU_10740,3.0,89.2,87.5,4.7,2,Some College,No,Yes,No,5,73.7,Merit
STU_10741,6.7,89.2,76.9,7.2,1,High School,Yes,No,Yes,1,96.3,Distinction
STU_10742,10.9,94.2,61.9,7.8,0,Some College,Yes,Yes,No,9,83.4,Merit
STU_10743,15.2,86.3,63.8,6.4,1,Bachelor's,Yes,No,No,6,97.4,Distinction
STU_10744,18.4,88.7,80.2,7.3,5,Some College,Yes,Yes,Yes,2,100.0,Distinction
STU_10745,10.3,88.1,84.5,6.4,1,High School,Yes,No,Yes,10,89.4,Distinction
STU_10746,16.2,96.5,78.6,6.3,0,Some College,Yes,No,No,10,79.3,Merit
STU_10747,10.1,87.6,94.8,6.7,0,Some College,Yes,No,No,2,100.0,Distinction
STU_10748,11.0,83.4,91.6,6.3,1,High School,Yes,Yes,No,10,89.5,Distinction
STU_10749,5.9,70.8,77.3,8.0,3,Bachelor's,Yes,Yes,Yes,1,92.8,Distinction
STU_10750,9.0,75.1,61.9,6.3,5,Bachelor's,Yes,No,No,4,100.0,Distinction
STU_10751,6.2,66.1,56.3,6.1,4,High School,Yes,Yes,Yes,10,67.3,Pass
STU_10752,8.7,79.5,67.4,9.3,2,Some College,Yes,Yes,No,2,83.4,Merit
STU_10753,21.8,51.2,81.0,8.4,1,Some College,Yes,No,No,10,76.7,Merit
STU_10754,8.8,91.4,93.9,5.0,1,Some College,Yes,No,No,9,82.1,Merit
STU_10755,32.1,72.1,77.0,6.3,1,Bachelor's,Yes,Yes,Yes,2,99.7,Distinction
STU_10756,18.2,76.0,86.0,7.5,2,Some College,Yes,No,No,9,98.3,Distinction
STU_10757,16.2,49.5,69.1,7.6,1,Some College,Yes,No,Yes,1,86.9,Distinction
STU_10758,9.4,88.9,79.5,5.4,2,Bachelor's,Yes,Yes,No,7,95.7,Distinction
STU_10759,19.6,85.2,81.9,8.6,0,High School,Yes,No,No,6,100.0,Distinction
STU_10760,11.3,79.8,48.2,8.2,0,Bachelor's,Yes,No,Yes,6,83.6,Merit
STU_10761,15.8,80.8,67.0,7.8,3,Some College,Yes,No,Yes,2,99.7,Distinction
STU_10762,31.6,89.0,83.4,8.8,3,Some College,Yes,Yes,Yes,1,100.0,Distinction
STU_10763,14.4,45.0,75.3,7.7,1,Bachelor's,Yes,No,No,10,74.3,Merit
STU_10764,22.5,76.5,57.6,7.7,0,Bachelor's,Yes,Yes,No,8,91.9,Distinction
STU_10765,10.4,90.4,42.8,9.1,4,Some College,Yes,Yes,No,8,78.3,Merit
STU_10766,14.8,57.5,67.6,8.5,2,Bachelor's,No,No,Yes,2,85.2,Distinction
STU_10767,26.5,59.5,71.1,6.2,1,Bachelor's,Yes,Yes,No,4,86.1,Distinction
STU_10768,10.9,87.4,61.4,8.0,1,Doctorate,Yes,Yes,No,4,100.0,Distinction
STU_10769,26.8,65.8,73.7,6.4,1,Bachelor's,Yes,Yes,No,2,93.6,Distinction
STU_10770,19.6,83.9,78.1,7.8,1,Master's,No,Yes,Yes,9,96.6,Distinction
STU_10771,11.3,62.5,80.0,7.8,3,High School,Yes,Yes,Yes,4,100.0,Distinction
STU_10772,19.1,82.6,43.7,5.5,0,Some College,Yes,Yes,No,4,80.4,Merit
STU_10773,21.3,70.7,56.2,7.1,0,High School,No,No,No,4,76.2,Merit
STU_10774,19.0,82.6,68.3,7.5,0,High School,Yes,Yes,No,5,95.6,Distinction
STU_10775,4.8,63.3,78.9,6.7,0,Some College,Yes,No,No,10,59.2,Pass
STU_10776,10.3,87.6,77.9,7.6,0,Bachelor's,Yes,No,Yes,8,91.7,Distinction
STU_10777,13.4,61.0,77.7,8.2,0,Some College,Yes,Yes,No,4,90.5,Distinction
STU_10778,14.5,79.1,67.4,7.2,0,Bachelor's,Yes,Yes,Yes,3,91.7,Distinction
STU_10779,19.0,71.3,68.1,7.5,0,Some College,Yes,No,No,1,87.5,Distinction
STU_10780,16.2,93.0,63.3,8.9,0,Some College,Yes,No,Yes,2,96.3,Distinction
STU_10781,6.3,83.5,81.2,7.8,0,Some College,Yes,Yes,Yes,4,94.6,Distinction
STU_10782,17.5,73.4,61.0,7.4,2,Some College,Yes,No,No,9,86.2,Distinction
STU_10783,19.0,96.7,82.2,6.1,1,Some College,Yes,Yes,Yes,1,100.0,Distinction
STU_10784,18.6,66.3,74.5,8.0,0,Bachelor's,Yes,Yes,No,6,91.6,Distinction
STU_10785,22.0,81.5,71.5,7.6,1,High School,Yes,Yes,No,6,100.0,Distinction
STU_10786,20.4,66.9,64.1,8.7,5,High School,Yes,Yes,No,10,82.7,Merit
STU_10787,18.0,65.3,55.7,7.3,4,Bachelor's,Yes,Yes,Yes,3,95.5,Distinction
STU_10788,14.5,54.4,64.2,5.0,0,Some College,Yes,No,Yes,10,55.7,Pass
STU_10789,4.2,97.8,68.0,5.2,2,Some College,Yes,No,No,9,66.6,Pass
STU_10790,17.8,79.2,43.6,8.1,1,High School,No,Yes,Yes,10,67.3,Pass
STU_10791,16.3,66.0,69.6,6.5,0,Some College,Yes,No,No,3,86.7,Distinction
STU_10792,16.8,81.4,83.1,7.7,0,Bachelor's,Yes,No,No,1,100.0,Distinction
STU_10793,6.7,78.3,78.8,7.3,0,Master's,Yes,Yes,No,2,99.7,Distinction
STU_10794,8.0,94.1,66.0,7.0,1,Bachelor's,Yes,Yes,No,4,91.6,Distinction
STU_10795,21.8,54.0,72.6,7.1,2,High School,Yes,No,Yes,4,88.0,Distinction
STU_10796,14.7,72.7,65.3,6.2,2,Bachelor's,No,No,No,2,88.7,Distinction
STU_10797,19.4,73.6,73.8,7.2,0,High School,Yes,Yes,No,10,77.2,Merit
STU_10798,15.2,88.9,90.5,6.5,0,Some College,No,No,Yes,6,100.0,Distinction
STU_10799,15.2,48.2,83.6,6.8,0,High School,No,Yes,Yes,6,91.2,Distinction
STU_10800,21.1,84.3,78.2,6.8,1,Bachelor's,Yes,Yes,No,3,100.0,Distinction
STU_10801,11.6,95.8,66.1,6.9,5,Bachelor's,Yes,Yes,No,1,100.0,Distinction
STU_10802,15.6,57.9,81.0,8.3,2,Bachelor's,Yes,No,No,10,79.1,Merit
STU_10803,12.0,94.3,51.8,7.0,5,Bachelor's,Yes,Yes,No,9,95.7,Distinction
STU_10804,12.2,97.6,69.0,8.4,2,High School,Yes,Yes,No,4,94.1,Distinction
STU_10805,13.0,75.3,79.0,9.0,1,Some College,Yes,Yes,No,9,88.0,Distinction
STU_10806,16.4,94.9,80.9,8.2,1,Bachelor's,Yes,No,No,5,100.0,Distinction
STU_10807,11.9,90.4,80.0,7.8,1,Bachelor's,Yes,No,Yes,7,100.0,Distinction
STU_10808,23.2,85.6,75.5,7.6,1,Bachelor's,Yes,Yes,Yes,3,100.0,Distinction
STU_10809,9.2,89.1,69.7,8.2,3,Some College,Yes,No,No,3,100.0,Distinction
STU_10810,13.8,56.2,78.5,7.3,1,Bachelor's,No,Yes,No,8,80.5,Merit
STU_10811,12.1,66.5,60.6,8.4,0,Some College,Yes,Yes,Yes,1,83.7,Merit
STU_10812,24.4,88.5,61.9,7.9,2,Bachelor's,Yes,Yes,No,8,100.0,Distinction
STU_10813,16.3,62.8,72.7,6.8,3,Some College,Yes,Yes,Yes,8,90.2,Distinction
STU_10814,21.7,68.1,74.1,8.3,1,Master's,Yes,Yes,Yes,3,100.0,Distinction
STU_10815,5.3,70.8,50.1,7.3,2,High School,No,No,No,1,68.9,Pass
STU_10816,16.7,89.2,77.5,7.1,0,Bachelor's,Yes,No,Yes,9,98.8,Distinction
STU_10817,20.8,92.1,81.3,6.6,1,Bachelor's,Yes,No,No,4,100.0,Distinction
STU_10818,15.5,85.4,71.1,7.4,0,High School,Yes,No,No,7,95.7,Distinction
STU_10819,21.9,45.0,99.0,8.4,0,High School,Yes,No,No,9,74.1,Merit
STU_10820,11.6,81.1,63.8,8.3,2,Bachelor's,Yes,Yes,Yes,3,99.8,Distinction
STU_10821,24.2,78.7,67.7,7.6,0,High School,Yes,No,No,5,90.6,Distinction
STU_10822,29.9,97.7,67.3,7.9,2,High School,Yes,No,No,10,95.1,Distinction
STU_10823,12.6,83.8,71.1,8.7,3,Doctorate,Yes,No,Yes,3,100.0,Distinction
STU_10824,12.1,85.0,68.1,7.0,0,Bachelor's,Yes,Yes,Yes,5,100.0,Distinction
STU_10825,24.4,78.9,55.1,5.9,2,Some College,Yes,Yes,No,2,93.0,Distinction
STU_10826,25.3,91.4,65.4,8.8,1,Bachelor's,Yes,No,Yes,4,100.0,Distinction
STU_10827,11.6,84.8,70.8,6.6,0,Some College,Yes,No,No,2,86.7,Distinction
STU_10828,12.3,78.6,86.7,6.4,2,Master's,Yes,Yes,No,3,100.0,Distinction
STU_10829,13.2,86.8,98.4,5.0,2,Bachelor's,Yes,No,Yes,5,100.0,Distinction
STU_10830,6.3,80.9,88.0,7.9,1,Master's,Yes,Yes,No,9,88.1,Distinction
STU_10831,9.0,96.6,62.7,5.3,4,High School,Yes,No,Yes,3,88.2,Distinction
STU_10832,8.5,86.1,63.7,6.3,1,Bachelor's,Yes,Yes,Yes,10,75.8,Merit
STU_10833,10.0,76.8,70.1,7.9,5,High School,Yes,Yes,No,6,100.0,Distinction
STU_10834,14.8,86.7,93.4,8.1,1,High School,Yes,Yes,No,4,100.0,Distinction
STU_10835,16.5,70.6,70.0,6.4,0,Bachelor's,Yes,Yes,No,4,91.6,Distinction
STU_10836,25.1,75.4,56.1,7.0,1,High School,Yes,Yes,Yes,10,85.8,Distinction
STU_10837,8.5,90.6,66.0,6.2,0,Bachelor's,Yes,No,No,10,80.9,Merit
STU_10838,21.4,86.6,81.1,6.5,1,Master's,Yes,No,No,5,100.0,Distinction
STU_10839,13.6,78.3,80.3,7.5,2,Some College,Yes,Yes,No,7,100.0,Distinction
STU_10840,14.7,61.4,69.6,6.6,1,High School,Yes,No,No,4,78.4,Merit
STU_10841,19.4,83.1,80.2,6.9,0,Bachelor's,Yes,Yes,Yes,8,100.0,Distinction
STU_10842,7.7,77.5,44.7,5.4,1,Master's,Yes,Yes,Yes,9,68.8,Pass
STU_10843,17.5,71.1,73.2,8.6,0,Bachelor's,Yes,Yes,No,9,78.6,Merit
STU_10844,16.1,95.0,82.3,7.8,2,Bachelor's,Yes,Yes,No,9,100.0,Distinction
STU_10845,18.2,57.6,62.0,8.2,2,High School,Yes,No,Yes,2,86.7,Distinction
